"Item Name","Item ID","Ver","/xml/item/curriculum/topics/topic/code"
"Pathology of the Female Genito-Urinary Tract ","7a401b29-167c-4435-8ce4-39b7dcd3105c","1","MMED8203"
"Functional Anatomy of Shoulder","250c7da5-9365-460d-bdef-aec70a859020","1","MMED8203"
"Clinical Examination of the MSK System","10148cc1-a061-4c03-9353-14ab8020e319","1","MMED8203"
"Lower Limb Muscles Lecture","aa2377a9-91cf-495e-81e3-1e1f4a6f3c3a","1","MMED8203"
"Lower Limb Vascular Disease","6ef679f7-5c7d-4419-80cd-bfc3a16f060f","1","MMED8203"
"Cardiovascular Block","96e0a54a-3e3f-46f7-9839-557d3db5f3db","1","MMED8102"
"Respiratory Block","bfdabeb3-fd58-428b-a0cf-b468aac178b9","1","MMED8102"
"Renal / Abdominal Block","2582e725-464b-461b-8a86-884764527ea3","1","MMED8102"
"ECG 2","c8f2d1d9-6c44-4771-a717-4f97695e6c3f","1","MMED8102"
"temp","913066ad-71e2-40f1-af85-a041d443a6b9","1","MMED8102"
"Clinical Encounters","d8fc5033-b6e4-4a11-aeef-ce03426ffd46","1","MMED8101"
"Clinical Encounter 1","2dd0e06d-9a83-40cf-b784-5c07c70b5afc","1","MMED8101"
"Clinical Encounter 2","dd3356d0-10a5-49c6-a45b-3ff4b607f4c5","1","MMED8101"
"Clinical Encounter 3","29b7504e-761e-488f-99e8-7e7a3a2752e2","1","MMED8101"
"BLS revision & recertification","46053c1f-ca8a-412f-b9fc-fcab4afbd949","1","MMED8302"
"Expert Review Session: Respiratory Distress in a Premature Infant","99a69dbf-3740-4752-b3cc-6dcc2028e3d8","1","MMED8104"
"Expert Review Session: Reversible Lower Airway Obstruction","b8d00f28-94a2-4b5c-bdac-36f602be1960","1","MMED8104"
"Expert Review Session: Chronic Renal Failure","51851fbb-1dc5-4f19-becb-11e4ace638b3","1","MMED8104"
"Anatomy Dissection - Week 4","7c75cfec-3014-4e2a-807e-4f1b6b5ba75e","1","<null>"
"ADL :: Anatomy Dissection - Week 9","5d5e5113-7794-4a47-befc-dd03c1be7fb0","1","<null>"
"Clinical Skills Practical Sessions","a743a10e-97f8-4ed3-9489-f878b11ec084","1","MMED8102"
"Expert Review Session: Dysmorphology","4fdcbfa2-4c20-40fe-9bb3-9be0c27115c5","1","MMED8104"
"Expert Review Session: Development of the Body Plan","632520c4-40f6-42a1-9b0e-3e5ed9d42341","1","MMED8104"
"Chronic Condition Self-Management","72119bab-8f70-4a2e-b77c-55b51399d32c","1","MMED8104"
"Cough and Haemoptysis","444e143a-7287-43b7-9fa0-937c7489dbda","1","MMED8104"
"Gas Exchange and the Lung","d68003ca-c7fa-49ff-a615-cb20991b6fe0","1","MMED8104"
"Inspiratory Stridor","9c02ee57-e51d-46f1-b5d7-1ee574a13423","1","MMED8104"
"Respiratory Distress in a Premature Infant","7ef9cd4c-f867-47a3-a0d7-6a097022573c","1","MMED8104"
"Dyspnoea","144aa652-7cac-4d26-bcfd-2ad16aee6181","1","MMED8104"
"Factors Influencing Cardiovascular Health","48bdff97-1c0d-49bf-a9a7-4759c9d1840c","1","MMED8103"
"Course Overview","76a43604-84b8-4cdc-9087-6978b0f6a726","1","MMED8103"
"Introduction to Knowledge of Health & Illness 1A","99c0a841-e854-4129-a9f2-fa36ab3eb055","1","MMED8103"
"Renal Blood Flow, Acute Renal Failure","51091afe-11c1-4cdd-acd5-b78bc18ce3cb","1","MMED8104"
"Diuretics","667f76e5-055e-47f5-b00b-b4d0809e2067","1","MMED8104"
"Investigative Techniques in Nephrology","45bf13a4-197a-49e1-8f37-76706e2af29b","1","MMED8104"
"Overview of Renal Systems: Week 2","d9882474-4aab-4453-af06-d75f3141632d","1","<null>"
"Introduction to the week: Chronic Renal Failure","47cf74d9-3497-48dc-89df-f3560da7d892","1","MMED8104"
"Delete Gathering Information 5","7872f5a8-9a2d-44dc-a316-2ad239b6ef74","1","MMED8101"
"Lectures","c69825ca-ad8a-4021-a7fc-2cc8edb1ca00","1","MMED8102"
"Neurological Problems & the Nervous System","d7aafa8e-4ad1-484f-8b90-122fa14e4fbb","1","MMED8103"
"Clinical Skills Tutorials","931bd4f7-39dc-4b5d-a21f-662e777a7117","1","MMED8102"
"Introduction to Immunology - Part 2","85f3126d-9e77-4a62-abd9-31eb5f23c3c6","1","<null>"
"Introduction to Immunology","8fdcacd8-dbfa-4f8c-9fea-29b7ab2e2357","1","MMED8103"
"Introduction to PBL","098e9507-5a52-4c6d-aa5b-614d5b7ea0dd","1","MMED8103"
"Maldigestion and Malabsorption","28025d90-1e9f-4fdc-aa46-d83626c7bb87","1","MMED8203"
"Dissection Pre-lecture #2","6b90720a-fb82-4058-aa13-d2f7a8fdd976","1","<null>"
"Upper Gastrointestinal Pathology","64b02cf6-ac82-47cf-8f29-db63dd478888","1","MMED8203"
"Pancreaticobiliary Pathology","616d3e93-be5e-4455-9296-9dd5b3725562","1","MMED8203"
"Intestinal Fluid Management and Diarrhoea","6d4a6cce-8ba9-4291-a977-2cbd2b15fe5a","1","MMED8203"
"Gut Innervation and Pain","9464218e-feb2-4ec8-967e-834c0263c71b","1","MMED8203"
"Introduction to Week: The Colon","7e4e3f01-cd39-4cb7-92e2-8b8a08d9373f","1","MMED8203"
"Wrap-up Quiz: The Upper Gastrointestinal System","d1e28009-3743-4cae-95b4-a6b119163554","1","MMED8203"
"Function of the Pancreas: Bile and Fat Digestion","15006db5-695f-4b82-8815-ac79f7aee654","1","MMED8203"
"The Upper Gastrointestinal System","967e0b89-52f7-41f5-a7a5-00e84235cda4","1","MMED8203"
"Introduction to Year 2","a6100c19-63d5-4755-ba78-ca7026dea783","1","MMED8203"
"Introduction to the New PBL","9325a2e5-9232-45e6-b4dd-e069b43b045e","1","<null>"
"Introduction to Week: The Small Intestine","74604136-b9f4-4f7a-bbb0-9d9b5ebc8fb2","1","MMED8203"
"Gross Anatomy - Upper GIT","f14a5e20-c1a7-443e-8753-3c605cf0c019","1","MMED8203"
"DA :: Pathology - Upper GIT","90b19fc3-8c9d-45d3-9ba3-10961f48e969","1","MMED8203"
"Formative Feedback KHI1A","b1b14c0d-11f0-45b9-a6e1-bf6b796ae142","1","MMED8103"
"Evidence of How to Memorise","eed92684-2f25-49f8-87df-24ed991e1535","1","<null>"
"Introduction to Pigmented Skin Tumours","72135a55-1ec5-41e1-ab5f-3a8e2ee23570","1","MMED8103"
"Expert Review Session: The Small Intestine","596f29f8-ec49-49df-a863-7560bbbd98a2","1","MMED8203"
"Wrap-up Quiz: The Small Intestine","a6a9a7ae-b3da-4ab8-bd2e-fe59408679d4","1","MMED8203"
"The Small Intestine","6e710593-b647-4141-bdee-9cca70956ac7","1","MMED8203"
"Gross Anatomy - Mid GIT","a2b321bf-4829-46a4-abcc-770fdec147e8","1","MMED8203"
"Hypersensitivity","a38cebc6-bb6d-4b9b-8d91-c3bae579e9fe","1","MMED8103"
"Anatomy Dissection: Superficial Dissections (1)","5596e188-4752-4bfc-98a7-d12a5cd405aa","1","<null>"
"Anatomy Dissection: Deeper Dissections (2)","afc25af5-5b2f-44aa-a2a5-7dbde60c878f","1","<null>"
"Hypertension","ef193169-7b87-4fcf-8ddb-582db8206a2c","1","MMED8104"
"Ischaemic Heart Disease","b0bffa71-170c-412e-96c7-65b993b7b70e","1","MMED8104"
"Anatomy Dissection: Week 4 (Cardiac function and failure)","644012ae-fdc4-4820-8f0b-78f0b85d6403","1","MMED8104"
"Clinico-physiological Cases","9cfb978b-fecf-4c73-8825-ff25f21be2eb","1","MMED8104"
"Dialysis & Renal Transplantation","772ed2ed-cb6f-4c43-9d03-6b08281561b7","1","<null>"
"Overview of Renal Systems - Week 1","7a56a6cf-4992-40df-a0b0-7c658474e5f9","1","<null>"
"Introduction to Embryology","0dc1ff9b-b7fe-47d9-90c2-28db4bf50312","1","MMED8104"
"Glomerulephritis and Chronic Kidney Disease","84695d6b-3fd2-4d61-86fb-db4de0ad9eca","1","MMED8104"
"Urinary Tract Obstruction","31ab6378-8971-433b-96b6-9943ee181769","1","MMED8104"
"Overview of Renal Systems: Week 3","3ca49623-f316-4f8b-b6e5-70818cc7f5dc","1","<null>"
"Respiratory History Taking","df907706-6a25-4a32-aad2-eb0c169bbc8d","1","<null>"
"Drug Elimination Mechanisms","e709d626-5337-401b-87d9-f133da057291","1","MMED8103"
"Pharmacokinetics: Clearance & Half-Life","b1df0c02-9301-485c-98ce-211ee598362f","1","MMED8103"
"Disordered Fuel Homeostasis","21080f72-f907-455d-aaf1-a0d8f604e854","1","MMED8103"
"Translation to 2nd Stage PBL","b1d6dcda-3a00-4479-9aa6-e2b80fae684a","1","MMED8103"
"Haemostasis","93f2c3ea-e424-40de-abb9-dec7d0fd5112","1","MMED8103"
"pH Workshop","618ee389-5004-4673-ab8e-048b962b3c2d","1","MMED8103"
"Anaemia & Bone Marrow","08f1218b-927a-4820-95b4-8ef1d00c418d","1","MMED8103"
"DNA, Genes & Things","922d2293-00f7-48d5-adf9-b5b4b0d3cf9a","1","MMED8103"
"Obesity & Energy Balance","03c73919-2600-400f-bfc6-ee10fe07c15b","1","MMED8103"
"Introduction to Week: Haemostasis","edbf2d89-625a-44a6-ae3b-e3236f4c4b40","1","<null>"
"The Brain Science of Learning","87546253-2a68-455d-bf5a-3c0b997019f6","1","<null>"
"Oxygen Supply & Energy","1afd196b-a17b-424a-9f99-d78f5423de93","1","MMED8103"
"Drug Absorption, Action & Elimination","9a8a086a-2aea-4741-8872-54c1b62732e1","1","MMED8103"
"Pharmacology & the Challenges of the 21st Century","89364aa7-def8-4502-bb82-7ddc75bc2cfb","1","<null>"
"Hormone Receptors and Actions","04359060-e03a-4c7b-8f76-11196f1948fa","1","MMED8203"
"Basic Pathology of the Thyroid and Parathyroid Glands","2a1a7cb4-5c89-430a-810d-ff36165451c4","1","MMED8203"
"Syndromes of Hormone Excess and Deficiency","684b3bb0-97fb-4af5-9bb4-462232190806","1","MMED8203"
"Anatomy and Radiology: Thyroid and Parathyroid Glands","5d01efa5-d6b6-4297-bc11-b3631ae017ca","1","MMED8203"
"Anatomy Dissection: Interlude, Head Neck Preparation for Musculoskeletal System","8f4fc9ef-6cef-48f8-b510-e48cebd32034","1","MMED8203"
"The Colon","5d224c2e-67c4-4530-9930-cebfdb362677","1","MMED8203"
"Dissection Pre-lecture #4","6f934b3b-580b-4070-9c2d-43a1828fa854","1","<null>"
"Non-neoplastic Liver Pathology","87335f96-6e32-45f0-bce9-8076ab5c05f5","1","MMED8203"
"Neoplastic Liver Pathology","e2d5f53f-aa67-4ef4-b441-16b7c8aa6ab9","1","MMED8203"
"Normal and Abnormal Liver Function","b109d391-51c4-4a57-bbb5-c51cc039ca27","1","MMED8203"
"Hepatitis Virology","7fb64426-c53b-4a9d-9955-423ae85282b3","1","MMED8203"
"The Colon","dd594e90-2a9a-4014-a6d7-69aeb12b4740","1","MMED8203"
"Motility of the Intestine and Colon","b2d282fc-34aa-49b0-90df-772b031f87db","1","MMED8203"
"Microbiology of the GIT","137cec03-7cda-4bc9-b87a-b0d70a555b7d","1","MMED8203"
"Gross Anatomy - Lower GIT","5603a593-ba0d-4ce8-af55-f3a00f846578","1","MMED8203"
"Anatomy Dissection: Gastrointestinal System, 3","5bfde48a-0812-49f6-8894-1be7b1c34bc7","1","MMED8203"
"Expert Review Session: The Colon","e9d21d5e-36ae-46ed-be4c-4fa5e8af2138","1","MMED8203"
"Wrap-up Quiz: The Colon","24c0c940-d38b-4057-854b-fff7524ed156","1","MMED8203"
"Expert Review Session: The Thyroid and Parathyroid","f8412ca6-5c5e-4197-8a6a-d4c3d91de9a7","1","MMED8203"
"Thyroid and Parathyroid ","53049178-a61b-4d8c-a7ba-e63c228baf91","1","MMED8203"
"Sex Determination and Embryology of the Reproductive Tract","1ee1795b-9be1-4233-be88-4235d90db92e","1","MMED8203"
"Oogenesis and the Female Reproductive Tract","ca1d6f3d-3c98-4847-adba-b04531a53b21","1","MMED8203"
"Dissection Pre-lecture #7","eb4bd59f-5edf-4b7f-9659-7a673d0d87e3","1","<null>"
"Clinical Implications of Adrenal Dysfunction","df817815-d4fb-4637-8dd8-926bddb81052","1","MMED8203"
"Anatomy Dissection (7)","ae1ab490-0bf4-4f3e-8a33-86b74c94ba59","1","MMED8203"
"Expert Review Session: The Adrenal Glands","654121dc-875c-44e1-aad9-8e145bfb35a2","1","MMED8203"
"Chronic Liver Disease","46d5e16f-f241-4205-ab26-9068452e240d","1","MMED8203"
"Introduction to Week: The Pituitary","a0afee57-4087-46aa-ab0b-74688d064257","1","MMED8203"
"Gross Anatomy - Liver","5d572903-84e9-4cc2-b0df-09e350a74908","1","MMED8203"
"Histology/Pathology - Liver","d965c418-2c88-4622-bc9d-7ffc82afcd2c","1","MMED8203"
"Radiology of the GIT (Electronic resource) ","e6c906dc-6e24-401d-850c-f2cc960f4727","1","MMED8203"
"Expert Review Session: Liver Disease","459cc6f7-011e-439d-8b97-808b547015cb","1","MMED8203"
"Wrap-up Quiz: Liver Disease","b702c040-d51c-45d7-b4b2-020f3f606e0b","1","MMED8203"
"Liver Disease","25da73f9-4e07-456b-9e16-f0157849ed5d","1","MMED8203"
"Clinical Encounters","f5c1f899-34a2-4feb-95be-5b0d9178121a","1","MMED8102"
"Hormone Supply: Production and Mechanisms of Action","8f72413f-c08c-47e7-ad62-6bdac5d1d3f9","1","MMED8203"
"Basic Diabetes","847a3e12-a992-4f9a-ae7e-82c7d00cc836","1","MMED8203"
"Pituitary Gland - Embryology, Structure and Function","fea0b6d7-8c83-4cb6-ae50-434d659fe0db","1","<null>"
"Endocrinology: Lessons from History","94ab93a0-38d5-470f-9f14-e5f455adfaa9","1","<null>"
"Colon Cancer Screening","bd49fe5a-db0a-44c4-b030-00f0e20375ce","1","MMED8203"
"Dissection Pre-lecture #3","98f9e27c-303e-4106-99eb-a50821a9a708","1","<null>"
"Introduction to Week: Liver Disease","68e10702-b936-489c-b9e4-8ffe1f59b7d3","1","MMED8203"
"SP Interview/Reflection/Review - D&P1B","6e1bab8c-3f85-4a9c-a79c-ec87c3b454d9","1","MMED8102"
"Colitis and Inflammatory Bowel Disease","33340bd5-1903-4fd9-95ce-830de683e851","1","MMED8203"
"Colorectal Polyps and Neoplasia","29f50466-3d8a-4f75-921f-ecd588470741","1","MMED8203"
"Colonic Mucosal Function and Colitis","ff905798-d611-4e24-a20b-4ee04c2bf4ee","1","MMED8203"
"The Endocrine System and its Control","8cc32325-69ba-4e42-a393-a9a8541cbeb5","1","MMED8203"
"Histology: Pituitary","99a16609-56f6-4d29-be2a-666b719b08fb","1","MMED8203"
"Expert Review Session: The Pituitary","ea54860d-885e-4eb2-a262-a0113c7a396f","1","MMED8203"
"Pituitary","0b248cd4-9ad5-4741-99d5-531f99a38bcb","1","MMED8203"
"DA :: Radiology of the Urogenital System: Hysterosalpingogram","a09d56bf-c0d7-4ddc-b10e-b8bc0ee7c5d0","1","<null>"
"Anatomy/Pathology: Renal & Urinary System","2b5360e4-9000-48ff-83f3-6057385526d4","1","MMED8104"
"Renal History Taking","25edd2c5-f982-433c-b06c-a2c82972f483","1","<null>"
"Chronic Renal Failure","e7ac4125-22d1-4129-99f3-fd08c0088483","1","MMED8104"
"FLO Reflections on BLS - D&P1B","7a214b5b-19d7-4368-bc16-96694661e40f","1","MMED8102"
"FLO Reflections on BLS - D&P1A","a0f4600e-ee7b-46f5-9dc3-3e9db44863e5","1","MMED8101"
"Introduction to the week: What to know for the exam KHI-1B","50eb1119-f1b9-4587-9fee-2ed48844ce1c","1","MMED8104"
"Dysmorphology ","5e6cf23e-650c-4715-9f03-2cd31ec861cc","1","MMED8104"
"Clinical Skills Practical Session: Intro to Clinical Examination A - Neurological (3)","bda4c757-9b53-4fae-ae46-fab8de5eb627","1","<null>"
"Genetic Disease","476464cb-2e1f-481d-89e1-fd1c6edd8f93","1","MMED8104"
"Epigenetics","b0ac910a-b1fc-49b3-8e9d-3aa73f327a80","1","MMED8104"
"Embryology: Nervous System and Spina Bifida","99969b3b-e5f4-48ae-a0c3-a4dad05efe2d","1","MMED8104"
"Development of the Body Plan","99d2c4dd-1465-4fff-a6d2-395bbca7e027","1","MMED8104"
"Clinical Skills Tutorials","f0b4b1f8-c4de-468f-a83a-7760a1b4a679","1","MMED8101"
"Clinical Encounters","39d5a262-1bde-4f75-8657-a655923f6415","1","MMED8101"
"SP Interview/Reflection/Review - D&P1A","fb963b85-fd65-416c-93e5-56ad0b3f67d6","1","MMED8101"
"Clinical Skills Practical Sessions","2fc57feb-441d-4afa-9c0a-0212b58bf58b","1","MMED8101"
"Health Psychology","e95dc4da-857c-4358-8025-e500bb07a65b","1","MMED8101"
"Chronic Infection","10160cc3-eb0e-4395-b460-20c38b485b94","1","MMED8103"
"Viruses","64135ee1-9e50-4133-9a95-7a148de6754a","1","MMED8103"
"Expert Review Session: Healing & Repair, Genetics & Cancer","1ccfb9a4-15ad-4098-890c-9891c60f964b","1","MMED8103"
"Case Wrap-up: Acute Inflammatory Response & Fever Due to Bacterial Infection","a01608c9-7862-46cb-b22d-c2d4a37a4d19","1","<null>"
"Healing & Repair, Genetics & Cancer","199f0caf-c9d4-4865-bbf7-940fde134945","1","MMED8103"
"Immunodeficiency","e1278286-ab70-4ebd-b60e-45b589b69f20","1","MMED8103"
"Cellular Immunity","eb414045-7cf2-4134-984c-cb285bdc0f83","1","MMED8103"
"Haematology Case Discussion","df22bdc8-8031-4005-9673-f7ba84702252","1","<null>"
"Acute Inflammatory Response & Fever Due to Bacterial Infection","a69768ef-7aa3-4d88-8318-a0266c7ce2fa","1","MMED8103"
"Haemostasis & Thrombosis: Treatment","5aa4edd3-134c-4d06-a675-ff08b33ea6a1","1","<null>"
"Anatomy Dissection (8)","3f421876-9855-4918-bee8-47b4cd5a8fd7","1","MMED8203"
"Expert Review Session inc Weekly Wrap-up: Female Reproduction","6d5c77bf-b281-4e3e-92fe-5304a6aec324","1","MMED8203"
"Type 2 Diabetes ","bc40126a-7bba-4911-ad86-ec2f741c76c0","1","MMED8203"
"Spermatogenesis and the Male Reproductive Tract","3745ca1a-e039-4f3b-84c0-c373db6b7a7b","1","MMED8203"
"Dissection Pre-lecture #9","2f5e4f51-1cbd-4cde-ae23-09fd2ea03c18","1","<null>"
"Anatomy of the Male Reproductive Tract","f9d01a3d-3ab8-46bd-a666-852edd4b6319","1","MMED8203"
"Anatomy Dissection (9)","a6c50887-3823-440d-b167-594399b7d3d5","1","MMED8203"
"Expert Review Session inc Weekly Wrap-up: Male Reproduction & Fertility","2e2c7058-4295-4b8c-a43a-67c901ded5b6","1","MMED8203"
"Fertility and Pregnancy","72a0fa71-caf2-4832-8b6c-fcf647e378ff","1","MMED8203"
"Risk Assessment","4e7f01e5-fb4c-4ba4-b124-80d5c378426d","1","MMED8203"
"Development, Personality & Psychotherapy","2efd49eb-c98b-4f54-8d36-d4541cef5cd8","1","MMED8203"
"Dissection Pre-lecture #10","89da5831-6aaa-451c-bb41-2c721fd9e89c","1","MMED8203"
"Epilepsy","fcf6bfbd-c983-4922-9f9e-f29e3bc4a332","1","MMED8203"
"The Auditory System","df04ea89-5158-4fbb-860d-242e4bd6b0e3","1","MMED8203"
"The Vestibular System","6991efd1-cfe8-4279-b018-d5a4bae572cf","1","MMED8203"
"Vision","9e9c3d0d-0e4d-4958-a6ec-c901913ef859","1","MMED8203"
"Pain","ef35eaaa-dc3a-444e-903c-d5446df2badd","1","MMED8203"
"Gestational Diabetes","8e628217-5642-4a7d-b963-f6f7828614b1","1","MMED8203"
"Physiology of the Menstrual Cycle","c64e5a8e-f17b-432c-8279-256a708d7c57","1","MMED8203"
"Pathology of the female genito-urinary tract","f026bc91-0418-4fc8-ab40-8c5d06e9780c","1","MMED8203"
"The Placenta","e0185035-2032-4536-89f0-b9532fbd874a","1","MMED8203"
"Breast Pathology","67fe9e5b-e677-40ed-8545-7115254081c0","1","MMED8203"
"Pathology of the Uterus","3def4b6f-8492-4586-995e-73647966bbbd","1","<null>"
"Anatomy of the Female Reproductive Tract","a699adb9-8fab-444b-b969-3c8adaf192ce","1","MMED8203"
"Histology - Female Reproductive Tract","bd68e21b-1c0e-4e2e-9a75-65c7f58959a9","1","<null>"
"Dissection Pre-lecture #8","eb051efa-50a3-412c-8521-de68af7adc71","1","<null>"
"Neoplasia of the Uterine Cervix","0e8f7c07-3944-45f5-a920-7ef0fc74bf59","1","MMED8203"
"Adrenal ","55a60faa-c0bf-421a-a63b-eeded362dcd1","1","MMED8203"
"Non-Viral Liver Disease","bb9b2b01-acbb-4e2e-b8ee-94eac042e74e","1","MMED8203"
"Spinal Cord","a139d480-950c-430c-94c4-bab51606d4ff","1","MMED8203"
"Anatomy Dissection (10)","c54fcb9b-78d4-48b2-9909-21f31fb768db","1","MMED8203"
"Case Wrap-up: Pain and the Somatic Sensory System","d7c0d35e-ff57-42f2-a87f-0ce543cd0e18","1","MMED8203"
"Pain and the Somatic Sensory System","ea57619d-7c9c-4675-8830-25b6ddf706fe","1","MMED8203"
"Dissection Pre-lecture #11","8bcb55d0-8272-4dca-98ce-41095b186340","1","MMED8203"
"Sensory Pathways","fb8fc8da-30cc-4e3d-92e2-66c31a281e5e","1","MMED8203"
"Headaches & Raised ICP","a5fadf4e-6877-404b-99de-b248c94d1fc8","1","MMED8203"
"CNS Overview/CSF Vascularity","4f632dca-75be-435d-b170-b17b9e6469a3","1","MMED8203"
"Anatomy Dissection (11)","cd33fe53-1127-4bba-ae61-98ad222f14f7","1","MMED8203"
"Expert Review Session: Motor Control, Cerebral Circulation","085f9da8-c98d-4a08-ad75-c8f6d5bbbf06","1","MMED8203"
"Expert Review Session: Schizophrenia","115ffaf3-4fe5-4349-b3d0-12b440e17bcd","1","MMED8203"
"Expert Review Session: Schizophrenia - Part 2","356d3e5a-8081-41cd-8c03-239ff77c56d6","1","MMED8203"
"Anatomy Dissection (14)","e3b38d2a-cdca-42e0-b9e7-cb3b08799365","1","MMED8203"
"Schizophrenia","2b1bfa41-4b37-4ec0-bf71-ba66e45517d2","1","MMED8203"
"Dissection Pre-lecture #13","66440870-3b96-48e5-8a5e-fc78bf20f03a","1","MMED8203"
"Psychosis 2 Schizophrenia","80d11336-5066-4569-b60c-40afebeb1c59","1","MMED8203"
"Motor Control, Cerebral Circulation","4692da5c-ed71-4387-87d1-58f080673822","1","MMED8203"
"Reward Systems","cab356da-ccda-4f92-963a-09c25408ce40","1","MMED8203"
"Introduction to Week: The Visual System","27a21d11-9ce1-408a-b537-3a1c63652f4e","1","MMED8203"
"Basal Ganglia","2e48bcc3-99b0-45ce-9152-633c5e0c5ea1","1","MMED8203"
"Anatomy Dissection (12)","496062ae-f0d3-4d7b-b7e2-b60d28d956be","1","MMED8203"
"Information Session: Year 3 Student Placements","fda32533-97d6-4157-bc51-5bf068126311","1","MMED8203"
"Expert Review Session: Motor Control","446f0f1f-e699-4017-84d2-122ffd8385cb","1","MMED8203"
"Expert Review Session: Motor Control - Part 2","ec4f44b2-3ea8-421d-992b-4f07d6d9670a","1","MMED8203"
"Motor Control","34a73afa-686b-4db7-9765-68cde135e3a2","1","MMED8203"
"Anatomy Dissection (13)","02560985-c3d7-4fa5-a448-6ac66b610b78","1","MMED8203"
"Expert Review Session: The Visual System","6d2495bd-e111-4e9f-a541-8a90de1ddd21","1","MMED8203"
"The Visual System","380a967d-b49e-4b25-8d96-bc8f4920c799","1","MMED8203"
"Eye Anatomy","f8c74ddb-4060-455a-b5ab-9d53c776f567","1","MMED8203"
"Dissection Pre-lecture #12","aa6976ae-5798-4b80-bb13-1479524e7554","1","MMED8203"
"The Visual Pathway & Physiology of the Eye","4787ac0b-0315-498f-8223-f67dd8370ef3","1","MMED8203"
"Visual Acuity","b2e984b6-f5a9-4f8d-8435-8829dfb852e6","1","MMED8203"
"Introduction to Week: Upper Limb/Shoulder Girdle and Elbow","22940941-27c5-4dd3-9b11-f2250355e629","1","MMED8203"
"Histology of Bone","10e831ae-8090-4a88-8725-8e8c592dcc8b","1","MMED8203"
"The Head (Practical)","b18a6e0b-ccfc-4b1a-8c35-d2643f660cbb","1","MMED8203"
"Introduction to Week: Multiple Facial Fractures","70043b01-92ed-4c8f-bb83-ce9581ee600e","1","MMED8203"
"Homeostasis, Drives and Emotion","409f7a07-1b03-4406-ae36-ad1ef68fe7a7","1","MMED8203"
"Chronic Neurological Conditions","d802d6af-e654-40d3-91ce-d176c7d544d2","1","MMED8203"
"Delirium and Dementia","b386d00f-7583-4ed9-a672-6fce028225c8","1","MMED8203"
"Dissection Pre-lecture #15 ","866791c3-f8c0-45f2-91e0-f8fc2f6e2fcf","1","MMED8203"
"Introduction to Week: Chronic Neurological Conditions","762ef55d-378a-4b09-a4cf-75dd30c3266c","1","MMED8203"
"Cortex and Higher Function","ef9f536f-ed0d-434c-8c75-4d5263a06fa8","1","MMED8203"
"Anatomy Dissection (16)","331de874-fda1-48e2-9c63-ea85e39fd876","1","MMED8203"
"Cognition and Dementia","378e05fb-468c-4dc9-afba-4bc71bebce85","1","MMED8203"
"Dissection Pre-lecture #16","1e2cbaa0-a612-463c-b9c5-18a8291483c7","1","MMED8203"
"Ethics, Guardianship and Public Advocacy","00664d9d-553e-4f69-9e2c-72bc2e42d007","1","MMED8203"
"Dissection Pre-lecture #14","0dc7ca55-790c-44bf-bca9-65a857ba33e2","1","MMED8203"
"Neurohistology","d3dccb31-d0b6-4c27-92e7-bdb432194567","1","MMED8203"
"Anatomy Dissection (15)","945ae8b7-fd39-4a68-a7d6-a6f014e70586","1","MMED8203"
"Expert Review Session: Mood Disorders","550178ea-f29c-43e9-8761-d91546789c9a","1","MMED8203"
"Mood Disorders","a2966a47-c47c-4521-87f7-64af39d07bd9","1","MMED8203"
"The Head (Additional resources)","b5b398ce-704b-45bf-94ea-04350c747a7d","1","MMED8203"
"Expert Review Session: Multiple Facial Fractures","a6ea1ab6-d93b-46f5-a7f8-f6abe13c9e84","1","MMED8203"
"Cognitive and Behavioural Science in Psychiatry","0b6b4461-718b-4873-9353-f8c37226882a","1","MMED8203"
"Cranial Nerve & Cerebellum","89efde17-fd3a-49f0-817e-cec65070e785","1","MMED8203"
"Upper Limb Bones and Joints (Lecture)","d159a2c0-aa24-46ad-800b-9a61814eeefa","1","MMED8203"
"Introduction to Week: Rheumatoid Arthritis of Hand and Wrist","5dd39120-cc0f-4b6a-8dab-e4a78e832fad","1","MMED8203"
"Meetings with Academic Leader ","d0d11fb0-8af8-4549-8714-ce86aeabf8c6","1","<null>"
"Other Education Opportunities ","e001514d-8f83-4b40-a695-fcd6e697fba8","1","<null>"
"AS :: Emergency Department ","9ccb4fc3-6a4e-4f77-8e0f-713e9a3349c6","1","<null>"
"AS :: Inpatients ","b3089eaf-4d7c-4730-bb7f-ab2351e29032","1","<null>"
"AS :: Outpatients ","c0ce4bf0-fec6-4590-bfa0-dc0b40e407a4","1","<null>"
"HMF :: General Practice ","ebd07c05-fc98-4ab3-a86a-99e787570626","1","<null>"
"HMF :: Hospital Based ","58ebf66e-5dd5-4ce2-86a6-50bf13942b9a","1","<null>"
"HMF :: Referral Letters","25979ca6-69ae-41a5-9e12-e068210fd9af","1","<null>"
"HMF :: Inpatients ","2b91c680-1c07-4dd6-aff0-756f63754b7f","1","<null>"
"HMF :: Theatre","3edd7673-0a0b-435e-b90d-5a15b1d788ef","1","<null>"
"Advanced Life Saving Skills ","ff1425ec-05d6-4705-b4d2-41d2f249d06f","1","<null>"
"HMF :: Other Activities and Sessions ","b57379d2-e1aa-48df-a9c9-a1aea841b491","1","<null>"
"GGT :: Academic Program ","3b580c7d-ff4a-46f4-8f0e-b0570d574d1e","1","<null>"
"GGT :: General Practice ","af2c376a-a116-484a-b208-a97e01e2801e","1","<null>"
